image_number,image_number,image,text,egyptian,Moroccan
497,497,1463638541_c02cfa04dc.jpg,فتاة تتسلق حائط حبل,بنت بتسلق حيطان حبل,بنت كيتسلق حائط حبل
498,498,1463732130_a754441289.jpg,فتاة في قميص أبيض تقفز على الترامبولين,بنت في قميص أبيض بتقفز على الترامبولين,بنت ف قميص أبيض كتقفز على الترامبولين
499,499,1463732807_0cdf4f22c7.jpg,صبي على ملعب أرجوحة يضرب وضعية توسطية,"ولد على ملعب أرجوحة بيعمل وضعية وسطية 
"," وليد على ملعب أرجوحة كيدير وضعية توسطية
"
500,500,1464120327_d90279ca3a.jpg,صبي صغير يضغط على وجهه نافذة,ولاد صغير بيضغط على وشه على الشباك,وليد صغير كيدير ضغط بوجهو على النافذة
501,501,1465666502_de289b3b9c.jpg,كلب أسود يسبح في الماء الأخضر مع شيء في فمه,كلب اسود بيسبح في المية الخضرا ومعاه حاجة في بقه,كلاب أسود كايسباح في الماء الأخضر ومعاه شي حاجة في فمو
502,502,146577645_91b570c0d0.jpg,يمر راكب القارب بالموجات التي تمسك بمجدافته,راكب القارب بيعدي من على الموج و ماسك المجاديف,راكب القارب كايمشي مع الموجات وكايمسك في مجاديفو
503,503,146577646_9e64b8c2dc.jpg,رجل يتجول في منحدرات المياه البيضاء,راجل ماشي في شلالات المية البيضا,راجل كايتمشى في منحدرات الماء البيضاء
504,504,1466307485_5e6743332e.jpg,رجل في سترة برتقالية يميل فوق شاحنة صغيرة,راجل لابس جاكيت برتقالي و ميل على شاحنة صغيرة,راجل لابس جاكيت برتقالية كايميل فوق شاحنة صغيرة
505,505,1466307489_cb8a74de09.jpg,رجال يرتدون الخوذات وسترة برتقالية يسحبون سيارة جيب من خندق,رجالة لابسين خوذات و جواكت برتقالي بيسحبوا جيب من خندق,رجال لابسين خوذات وجاكيتات برتقالية كايسحبو سيارة جيب من خندق
506,506,1466479163_439db855af.jpg,كلب بني يركض عبر العشب ممسكا بشيء في فمه,كلب بني بيجري في العشب و ماسك حاجة في بقه,كلاب بني كايكرّي في العشب ومعاه شي حاجة في فمو
507,507,1467533293_a2656cc000.jpg,تلعب الفتاتان في صالة ألعاب الأدغال الصفراء والحمراء,بنات بيلعبوا في ملعب ادغال اصفر و احمر,بنات صغار كايلعبو في صالة ألعاب الأدغال الصفراء والحمراء
508,508,1468103286_96a6e07029.jpg,لاعب البيسبول في زي يانكيز يمسك بمضرب في يد واحدة,لاعب بيسبول لابس لبس يانكيز ماسك المضرب في ايده,لاعب بيسبول لابس زي يانكيز كايمسك في مضرب بيد واحدة
509,509,1468389504_c724bdcad0.jpg,تلعب فتاتان باللون الوردي على قضبان الملعب الصفراء,بنات لابسين وردي بيلعبوا على قضبان الملعب الصفرا,بنات صغار لابسين اللون الوردي كايلعبو في قضبان الملعب الصفراء
510,510,1468429623_f001988691.jpg,كلب أسود يقفز يقضم ذراع رجل مبطنة,كلب اسود بيقفز و بيعض دراع راجل مبطنة,كلاب أسود كايكرّي وكاتعض ذراع راجل مبطنة
511,511,1468962616_5803b4397f.jpg,طفل يلعب بسلاح الماء في بركة,طفل بيلعب بمسدس مية في بركة,وليد صغير كايلعب بسلاح الماء في بركة
512,512,1469000260_5d473c8283.jpg,كلب تان كبير يستلقي على الأرض ينظر إلى الجانب,كلب تان كبير نايم على الارض و بيبص على جنب,كلاب تان كبير كايتمدد في الأرض وكايبغى على جنبو
513,513,1469358746_2a879abaf3.jpg,رجل وكلبه في الجبال,راجل و كلبه في الجبال,راجل و كلابو في الجبال
514,514,1470061031_4cb59c12a8.jpg,اثنين من الكلاب البني يقاتلون,اتنين كلاب بني بيحاربوا,جوج كلاب بني كايتقاتلو
515,515,1470132731_fa416b7504.jpg,كلب أسود يعمل في الماء,كلب اسود بيشتغل في المية,كلاب أسود كايتمشى في الماء
516,516,1470536919_1f3fd6c65a.jpg,كلب أسود صغير يركض بجانب كلب ثلاثي اللون أكبر يحمل لعبة حبل في فمه,كلب اسود صغير بيجري جنب كلب ثلاثي اللون اكبر و شايل لعبة حبل في بقه,كلاب أسود صغير كايكرّي جنب كلاب ثلاثي اللون أكبر ومعاه لعبة حبل في فمو
517,517,1472053993_bed67a3ba7.jpg,رجل في البرتقالي يتزلج أسفل التلال المغطاة بالثلوج,راجل لابس برتقالي بيتزلج من على التلال اللي مغطية بالثلج,راجل لابس برتقالية كايتزلج أسفل التلال المغطاة بالثلوج
518,518,1472230829_803818a383.jpg,مجموعة من الناس في قارب  تجمع مياه بيضاء, مجموعة من الناس في قارب بيجمعوا مية بيضا,جموعة من الناس في قارب كايتجمعو الماء الأبيض
519,519,1472249944_d887c3aeda.jpg,فتاة تتمرن على صخرة بينما تقف أخرى بجانبها,بنت بتتمرن على صخرة و وحدة واقفة جنبها,بنت كايتمرّن على صخرة وبنت أخرى واقفة بجنبها
520,520,1472653060_7427d2865a.jpg,رجل يقطع بعض الطعام على لوح أصفر,راجل بيقطع بعض الاكل على لوح اصفر,راجل كايتقطع شي طعام على لوح أصفر
521,521,1472882567_33dc14c8b6.jpg,مجموعة من المتزلجين يصعدون الجبل,مجموعة من المتزلجين بيطلعوا الجبل,جموعة من المتزلجين كايتسلقو الجبل
522,522,1473080948_bae2925dc8.jpg,رجل يركب قاربه عبر منحدرات,راجل راكب قاربه و بيعدي من على شلالات,راجل كايمشي بقاربو عبر منحدرات
523,523,1473250020_dc829a090f.jpg,رجل يقف بالحجارة والماء ويمسك عصا,راجل واقف عند الحجارة و المية و ماسك عصاية,راجل واقف على الحجارة والماء و كايمسك في عصا
524,524,1473618073_7db56a5237.jpg,صبي على أرجوحة بلاستيكية خضراء,ولاد على ارجوحة بلاستيك خضرا,وليد صغير على أرجوحة بلاستيكية خضراء
525,525,1474474514_b3eb492722.jpg,طفل يبتسم في حديقة,طفل بيبتسم في حديقة,وليد صغير كايبغى في حديقة
526,526,1475046848_831245fc64.jpg,امرأة شابة ذات شورت أزرق تمشي على الشاطئ وتحمل حذائها,ست شابة لابسة شورت ازرق ماشية على الشاطئ و شايلة جزمتها,امرأة شابة لابسة شورت أزرق كايتمشى على الشاطئ وكاتحمل حذائها
527,527,1476002408_4256b7b2fa.jpg,شخص وحيد يرتدي لحافًا يسير على رصيف الشارع,شخص لوحده لابس لحاف ماشي على رصيف الشارع,شخص وحيد لابس لحاف كايتمشى على رصيف الشارع
528,528,1476241331_2f43b67aed.jpg,صبي وولد صغير يقفان بجانب نافورة ماء,ولاد و ولد صغير واقفين جنب نافورة مية,وليد و ولاد صغيرين واقفين جنب نافورة الماء
529,529,1478268555_7e301fc510.jpg,متسلق الصخور وحيد تسلق جدار صخري ضخم,متسلق صخور لوحده طالع جدار صخري كبير,متسلق صخور وحيد كايتسلق جدار صخري ضخم
530,530,1478294229_7e1c822fea.jpg,لقطة مقرّبة لراكب دراجة,صورة قريبة لراكب دراجة,صورة قريبة لراكب دراجة
531,531,1478606153_a7163bf899.jpg,كلب أبيض وبني يمر عبر الغابات,كلب ابيض و بني بيمشي في الغابة,كلاب أبيض وبني كايمشي عبر الغابات
532,532,1479028910_3dab3448c8.jpg,يقفز المتزلج في الملابس الرمادية فوق الحذاء أمام شقة,متزلج لابس رمادي بيقفز فوق الحذاء قدام شقة,متزلج لابس لباس رمادي كايكرّي فوق الحذاء أمام شقة
533,533,1479124077_17dcc0d5d7.jpg,صبي حافي القدمين في السروال وقميص تي شيرت يقفز في العشب الموحل,ولاد حافي رجليه لابس بنطلون و تيشرت بيقفز في العشب الموحل,وليد حافي القدمين لابس سروال وقميص تي شيرت كايكرّي في العشب الموحل
534,534,1479513774_70c94cf9d3.jpg,تقف فتاة ترتدي سترة خضراء على ضوء توقف,بنت لابسة جاكيت اخضر واقفة عند اشارة وقف,بنت لابسة جاكيت خضراء واقفة على ضوء توقف
535,535,1479679558_d0a01bc62b.jpg,يضيق الخور عبر الغابة,الخور ضيق و بيمشي في الغابة,الخور كايتضيق عبر الغابة
536,536,1479857177_9d4a6f38fd.jpg,رجل الغوص تحت الماء,راجل بيغوص تحت المية,راجل كايتغوص تحت الماء
537,537,1480712062_32a61ad4b7.jpg,غطاس تحت الماء تحت الماء يمسك بسرطان البحر صغير,غطاس تحت المية تحت المية و ماسك سرطان البحر صغير,غطاس تحت الماء كايمسك في سرطانات صغيرة
538,538,1481062342_d9e34366c4.jpg,فتاة صغيرة تدور في ردهة أرضية صلبة,بنت صغيرة بتلف في ردهة ارضية صلبة,بنت صغيرة كا تدور في ردهة أرضية صلبة
539,539,1482960952_95f2d419cb.jpg,ثلاث نساء مسنات يسيران من الخلف,تلات ستات كبار في السن ماشيين من ورا,ثلاث نساء مسنات كايتمشاو من الخلف
540,540,148512773_bae6901fd6.jpg,يتمتع الزوجان بلحظة هادئة بالقرب من النهر,الزوجين بيعيشوا لحظة هادية جنب النهر,زوجين كايتمتعو بلحظة هادئة قرب النهر
541,541,1488937076_5baa73fc2a.jpg,بعض الكلاب الملونة المختلفة تقفز في العشب خلف المنزل,بعض الكلاب الملونة المختلفة بتقفز في العشب ورا البيت,شوية كلاب ملونة مختلفة كايكرّيو في العشب خلف الدار
542,542,1489286545_8df476fa26.jpg,رجل وكلب يجلسان على مقعد قرب جسم من الماء,راجل و كلب قاعدين على كرسي جنب جسم من المية,راجل و كلاب كا يجلسو على مقعد قرب جسم من الماء
543,543,1490213660_9ea45550cf.jpg,كلب ذو لون فاتح يسير خلال مجرى مائي,كلب لونه فاتح بيمشي في مجرى مائي,كلاب بلون فاتح كايتمشى خلال مجرى مائي
544,544,1490670858_e122df2560.jpg,طفل على منزلقة حمراء,طفل على زحليقة حمرا,وليد صغير على منزلقة حمراء
545,545,1491192153_7c395991e5.jpg,رجل يضع فتى صغير يرتدي اللون البرتقالي في أرجوحة طفل,راجل بيحط ولد صغير لابس برتقالي في ارجوحة اطفال,راجل كا يضع ولد صغير لابس اللون البرتقالي في أرجوحة طفل
546,546,1499495021_d295ce577c.jpg,رجل وامرأة يصطادان السمك على الشاطئ,راجل و ست بيصطادوا سمك على الشاطئ,راجل و امرأة كا يصطادو السمك على الشاطئ
547,547,1499554025_a8ffe0e479.jpg,مجموعة من الناس تقف مع الماعز البيضاء,مجموعة من الناس واقفة مع غنم بيضا,جموعة من الناس واقفين مع ماعز بيضاء
548,548,1499581619_a5f65a882c.jpg,زوجان يرتديان سترات يقبلان بعضهما البعض على الشاطئ,زوجين لابسين جواكت بيبوسوا بعض على الشاطئ,زوجين لابسين جاكيتات كا يقبلو بعضهم البعض على الشاطئ
549,549,1500853305_0150615ce9.jpg,فتاة وفتى يتعانقان على جسر,"بنت و ولد بيتعانقوا على جسر 
"," بنت و ولد كا يتعانقو على جسر
"
550,550,1501297480_8db52c15b0.jpg,صبي يحاول وضع شاشة على نافذة,ولد بيحاول يحط شاشة على الشباك,واحد ولد كيحاول يوضع شاشة على نافذة
551,551,1501811302_5e723fc529.jpg,كلب الأغنام الأسود يطارد خروفًا رماديًا حول القلم,كلب الراعي الأسود بيطارد خروف رمادي حوالين القلم,كلب أسود ديال غنم كيطارد خروف رمادي حول القلم
552,552,1501985304_8c50093004.jpg,طفل يسبح مع امرأة,طفل بيسبح مع ست,ولد كيسباح مع مرا
553,553,150387174_24825cf871.jpg,رجل يرتدي تمويه يركب دراجة نارية,راجل لابس تمويه راكب موتور,واحد راجل لبس تمويه كيركب دراجة نارية
554,554,1505686764_9e3bcd854a.jpg,رجل يمشي على الصخور مع المياه المتدفقة من حوله,راجل ماشي على الصخور مع المياه بتنزل حواليه,واحد راجل كيمشي على الحجارة مع الماء كيتساقط حداو
555,555,150582765_bad8dec237.jpg,فتاة ترتدي سترة وردي تنظر من خلال كاميرتها,بنت لابسة جاكيت وردي بتبص من خلال الكاميرا بتاعتها,بنت لبسة سترة وردية كتنظر من خلال كاميرا ديالها
556,556,1507563902_6ec8d5d822.jpg,فتاة تقوم بخدعة على الترامبولين الأزرق وهي في الهواء,بنت بتعمل خدعة على الترامبولين الأزرق وهي في الهوا,بنت كتدير حيلة على الترامبولين الأزرق وهي في الهواء
557,557,1508269285_6c5723f67d.jpg,يقف كلب أبيض وأبيض في النهر بجانب البنك,كلب أبيض وأسود واقف في النهر جنب الضفة,كلب أبيض و أبيض واقف في النهر بجانب البنك
558,558,1509786421_f03158adfc.jpg,ولد يشير,ولد بيشاور,ولد كيشير
559,559,1510078253_96e9ec50e7.jpg,كلب يحاول اصطياد كرة,كلب بيحاول يمسك الكورة,كلب كيحاول يصطاد كرة
560,560,1510669311_75330b4781.jpg,مجموعة من الفتيات يتظاهرن مع الذكور في مكان قريب,مجموعة من البنات بيعملوا مظاهرة مع ولاد قريبين,مجموعة ديال البنات كيتظاهروا مع الذكور في مكان قريب
561,561,1511807116_41c3645e8c.jpg,كلب أسود يلعب مع حيوان آخر,كلب أسود بيلعب مع حيوان تاني,كلب أسود كيلعب مع حيوان آخر
562,562,1514957266_a19827c538.jpg,كلب أسود يركض على العشب الأخضر مع فمه مفتوح,كلب أسود بيجري على العشب الأخضر و فمه مفتوح,كلب أسود كيجري على العشب الأخضر مع فمو مفتوح
563,563,1515025681_999199cb79.jpg,رجل يرتدي قميصا أبيض ونظارات شمسية ينظر في الأفق,راجل لابس قميص أبيض و نظارة شمس بيشوف الأفق,واحد راجل لبس قميص أبيض و نظارات شمسية كينظر في الأفق
564,564,1515883224_14e36a53c7.jpg,امرأة في قميص أزرق في حشد من الناس,ست في قميص أزرق في زحمة ناس,مرا في قميص أزرق في حشد ديال الناس
565,565,1516714577_7d1c35a8d8.jpg,فتاة في الوردي تلف الشريط,بنت في وردي بتلف الشريط,بنت في الوردي كتلف الشريط
566,566,1517340899_ee1c74a8f6.jpg,فتاة تقفز في العشب,بنت بتنط في العشب,بنت كتقفز في العشب
567,567,1517721825_10176d0683.jpg,ثلاث كلاب تصطدم بالماء,تلات كلاب بتنزل في الميه,تلاتة ديال الكلاب كيتساقطوا في الماء
568,568,1517807181_ca6588f2a0.jpg,يلعب طفلان مع طائرة ورقية في الريف المفتوح على مصراعيها,اتنين ولاد بيلعبوا بطيارة ورق في الريف المفتوح,جوج ديال الولاد كيلعبوا مع طائرة ورقية في الريف المفتوح على مصراعيها
569,569,152029243_b3582c36fa.jpg,رجل يناور دراجة نارية من خلال تيار صخري,راجل بيمشي موتور من خلال تيار صخري,واحد راجل كيدير مناورات بدراجة نارية من خلال تيار ديال حجارة
570,570,1521623639_4bda3407cc.jpg,رجل بلا مأوى يجلس على أريكة تحت جسر علوي,راجل مشرد قاعد على كنبة تحت كوبري علوي,واحد راجل بلا مأوى كيجلس على أريكة تحت جسر علوي
571,571,1522787272_5a31497ef2.jpg,كلب موحل يركض على العشب,كلب موتوس بيجري على العشب,كلب موحل كيجري على العشب
572,572,1523800748_a59e980eee.jpg,صبي وفتاة على طول الشاطئ,ولد و بنت على طول الشاطئ,ولد و بنت على طول الشاطئ
573,573,1523984678_edd68464da.jpg,كلب يلعب بكرة التنس الصفراء ويرتدي حزام أحمر,كلب بيلعب بكورة تنس صفراء و لابس حزام أحمر,كلب كايلعب بكرة التنس الصفراء و لابس حزام أحمر
574,574,1525153022_06c48dbe52.jpg,كلب أسود يمر عبر الماء,كلب أسود بيعدي من خلال الميه,كلب أسود كيمشي عبر الماء
575,575,1526181215_c1a94325ae.jpg,كلب يقفز في الماء,كلب بينط في الميه,كلب كيقفز في الماء
576,576,1526325728_74eb4153d8.jpg,كلب رمادي يلعب في الرمال في المحيط,كلب رمادي بيلعب في الرمل في البحر,كلب رمادي كايلعب في الرمال في المحيط
577,577,1527297882_dededc7891.jpg,رجل يرتدي زي جاك سبارو من قراصنة الكاريبي,راجل لابس زي جاك سبارو من قراصنة الكاريبي,واحد راجل لابس زي جاك سبارو من قراصنة الكاريبي
578,578,1527333441_af65636a74.jpg,شخص يرتدي بنطلون جينز أزرق وبلوزة زرقاء اللون يقف وينتظر,شخص لابس بنطلون جينز أزرق و بلوزة زرقاء واقف مستني,واحد كلبس بنطلون جينز أزرق و بلوزة زرقاء اللون واقف و كينتظر
579,579,1527513023_3d8152b379.jpg,صبي صغير يلعب مع لعبة مائية بينما يراقب الآخرون,ولد صغير بيلعب بلعبة ميه و ناس بتتفرج عليه,واحد ولد صغير كايلعب مع لعبة مائية بينما كيشوفوا الآخرين
580,580,1528205014_1323aa9dfd.jpg,رجل يرتدي سترة صفراء مع العديد من الأساور الملونة يبتسم,راجل لابس جاكيت صفراء مع اساور ملونة كتير بيبتسم,واحد راجل لابس سترة صفراء مع بزاف ديال الأساور الملونة كايبسم
581,581,1529044279_4922ead27c.jpg,شارع مزدحم في أوروبا,شارع زحمة في أوروبا,شارع مزدحم في أوروبا
582,582,1536597926_c2e1bc2379.jpg,اثنين من المتنزهين يستريحون على الجبل المغطى بالثلوج,اتنين متسلقين قاعدين على جبل مغطى بالثلج,جوج ديال المتنزهين كايتراوحوا على الجبل مغطي بالثلج
583,583,1536774449_e16b1b6382.jpg,تجمع حشد من الناس مع مشهد السماء في الخلفية,مجموعة ناس متجمعة مع مشهد السما في الخلفية,تجمع حشد ديال الناس مع مشهد السماء في الخلفية
584,584,1539166395_0cdc0accee.jpg,طفل مجعد الشعر في قميص أبيض يمسك بمقبض لعبة ركوب,طفل شعره مجعد في قميص أبيض ماسك مقبض لعبة ركوب,واحد ولد مجعد الشعر في قميص أبيض كايمسك بمقبض لعبة ركوب
585,585,1540631615_8b42c1b160.jpg,صبي في سترة حمراء يقوم بمناورة جمباز في ملعب رياضي عشبي,ولد في جاكيت حمراء بيعمل مناورة جمباز في ملعب عشبي,ولد في سترة حمراء كايدير مناورات جمباز في ملعب رياضي عشبي
586,586,1541272333_1624b22546.jpg,كلب وعاصفة ترابية,كلب و عاصفة ترابية,كلب و عاصفة ترابية
587,587,1542033433_5453d4c466.jpg,أنثى في قميص أخضر تقف أثناء مرور المرور,ست في قميص أخضر واقفة و العربيات بتعدي,أنثى في قميص أخضر واقفة أثناء مرور المرور
588,588,1547883892_e29b3db42e.jpg,امرأة تستمتع بقراءتها في مقهى,ست بتستمتع بالقراءة في كافيه,مرا كايتمتع بقراءة ديالها في مقهى
589,589,154871781_ae77696b77.jpg,الأولاد يركلون كرة القدم في العشب تحت شجرة,ولاد بيضربوا كورة في العشب تحت شجرة,الولاد كايكلوا كرة القدم في العشب تحت شجرة
590,590,1550772959_9ca9fa625f.jpg,فتاة تجلس مع أدوات حفر تفحص صخرة,بنت قاعدة مع أدوات حفر بتفحص صخرة,بنت كاجلس مع أدوات حفر كايتفحص صخرة
591,591,1552065993_b4dcd2eadf.jpg,كلب يركض في حقل,كلب بيجري في حقل,كلب كيجري في حقل
592,592,155221027_b23a4331b7.jpg,هبوط طائرة القفز بالمظلات بينما يراقب آخر من الأرض,طيارة القفز بالمظلات بتنزل و ناس بتتفرج من الأرض,هبوط طائرة القفز بالمظلات بينما كيشوفوا آخر من الأرض
593,593,1554713437_61b64527dd.jpg,كلب كلب كبير يمشي على خشبة في الغابة,كلب كلب كبير ماشي على خشبة في الغابة,كلب كلب كبير كيمشي على خشبة في الغابة
594,594,1557451043_f5c91ff6f4.jpg,فتاة تجلس على الشاطئ وتحدق في المحيط,بنت قاعدة على الشاطئ و بتبص على البحر,بنت كاجلس على الشاطئ و كايتحدق في المحيط
595,595,1557838421_a33f2a4911.jpg,كلب أبيض و رمادي يقضم أذن كلب أبيض و بني,كلب أبيض و رمادي بيعض أذن كلب أبيض و بني,كلب أبيض و رمادي كايعض أذن كلب أبيض و بني
596,596,1561658940_a947f2446a.jpg,فتاة صغيرة تضحك في أرجوحة,بنت صغيرة بتضحك في الأرجوحة,بنت صغيرة كا تضحك في أرجوحة
597,597,1562392511_522a26063b.jpg,كلب يمضغ حبلًا أزرقًا بينما يراقب رجلان من الخلف,كلب بيمضغ حبل أزرق و اتنين رجالة بيتفرجوا عليه من ورا,كلب كايمضغ حبل أزرق بينما كيشوفوا جوج ديال الرجال من الخلف
598,598,1562478333_43d13e5427.jpg,رجل يخيّم على شاطئ,راجل بيخيم على شاطئ,واحد راجل كايعسكر على شاطئ
599,599,1562478713_505ab6d924.jpg,رجل يطبخ الطعام في المخيم له,"راجل بيطبخ أكل في المخيم ليه
"," واحد راجل كا يطبخ الطعام في المخيم ديالو
"
600,600,1563731247_7f21d8bec0.jpg,طفل يلعب على الأرض في كومة من الأوراق,طفل بيلعب على الأرض في كومة ورق,واحد صغير كيحماق ف الأرض وسط كومة ديال ورقات
601,601,1564614124_0ee6799935.jpg,فتاة تلعب بسوار سحري,بنت بيلعب بسوار سحري,بنت كتلعب بواحد السوار سحري
602,602,1566117559_f5d98fbeb0.jpg,كلب أبيض صغير يتوسل,كلب أبيض صغير بيتوسل,كلب أبيض صغير كيطلب
603,603,1569562856_eedb5a0a1f.jpg,رجل في سترة سوداء لديه سماعة رأس بيضاء في أذنه,راجل لابس جاكيت أسود عنده سماعات بيضاء في ودنه,راجل لابس سترة سوداء عندو سماعات بيضاء ف ودنه
604,604,156967462_72db9b722c.jpg,يلعب كلبان في الماء,كلبين بيلعبوا في الميه,جوج كلاب كيحماقو ف الماء
605,605,1569687608_0e3b3ad044.jpg,فتاتان ترتديان سترات النجاة ويعانقان بعضهما البعض,بنتين لابسين سترات نجاة وبيحضنوا بعض,جوج بنات لابسين سترات ديال النجاة كيحضنو بعضياتهم
606,606,1570723692_3a2b064d43.jpg,ثلاثة كلاب تستنشق بعضها البعض,تلات كلاب بيشموا بعض,ثلاثة كلاب كيشمو بعضياتهم
607,607,157139628_5dc483e2e4.jpg,رجل في قميص أزرق يرش فن النحت الرملي,راجل لابس قميص أزرق بيرش فن الرمل,راجل لابس قميص أزرق كيرش فن ديال الرمل
608,608,1572286502_64e5c4b920.jpg,طفل اشقر تسلق عبر شبكة,طفل أشقر بيتسلق من خلال شبكة,واحد صغير أشقر طلع ف الشبكة
609,609,1572532018_64c030c974.jpg,أطفال يلعبون على الشاطئ,أطفال بيلعبوا على الشاطئ,ولاد صغار كيحماقو ف الشاطئ
610,610,1573017288_4d481856e2.jpg,فتاة ترتدي ذراعيها تنزلق أسفل منزلقة حمراء وبيضاء,بنت لابسة ذراعين بتنزل من زحليقة حمرا وبيضا,بنت لابسة ذراعيها كتنزلق ف منزلق حمراء وبيضاء
611,611,1574401950_6bedc0d29b.jpg,صبي يقفز من أعلى منزلقة بلاستيكية زرقاء,ولد بيقفز من فوق زحليقة بلاستيك زرقا,واحد صغير كيتسلق من فوق منزلق بلاستيكية زرقاء
612,612,1576185717_f841ddc3da.jpg,صبي وفتاة يلعبان لعبة الكريكيت,ولد وبنت بيلعبوا كريكيت,واحد صغير وبنت كيحماقو بكرة الكريكيت
613,613,1579198375_84b18e003a.jpg,مغنية تغني مع فرقتها ,مغنية بتغني مع فرقتها,مغنية غادي تغني مع فرقتها
614,614,1579206585_5ca6a24db0.jpg,فتاة تلعب غيتار كهربائي أمام مكبر للصوت,بنت بتلعب غيتار كهربائي قدام مكبر صوت,بنت كتلعب بغيتار كهربائي قدام مكبر للصوت
615,615,1579287915_4257c54451.jpg,رجل وحيد يقف على بروز صخري وينظر على البرية,راجل لوحده واقف على حته صخرية وبيشوف الصحرا,راجل وحيد واقف فوق بروز صخري كيشوف ف الصحراء
616,616,1579798212_d30844b4c5.jpg,طفل يغني في غرفة نوم في حوض الاستحمام,طفل بيغني في غرفة النوم في البانيو,واحد صغير كغني ف غرفة النوم ف حوض الاستحمام
617,617,1580172290_e19067e0dd.jpg,طفل وطفل صغير يلعبان,طفل وطفل صغير بيلعبوا,واحد صغير وواحد صغير كيحماقو
618,618,1580671272_3e99d94305.jpg,رجل يغذي حصانًا يرتدي بطانية مربوطة باللون الأزرق,راجل بيأكل حصان لابس بطانية مربوطه باللون الأزرق,راجل كيعطي للفرس الأكل لابس بطانية مربوط بلون أزرق
619,619,1581822598_0ae23074f1.jpg,كلب بني وأسود يلعب في الثلج,كلب بني وأسود بيلعب في الثلج,كلب بني وأسود كيحماق ف الثلج
620,620,1584315962_5b0b45d02d.jpg,رجل يحمل العلم بجانب المخيم الثلجي,راجل شايل العلم جنب المخيم في الثلج,راجل شاد العلم جنب المخيم ديال الثلج
621,621,1594038143_57f299aa8a.jpg,صبي صغير يرتدي قميصًا أزرقًا يسحب عنصرًا من قبعة سحرة,ولد صغير لابس قميص أزرق بيسحب حاجة من قبعة سحر,واحد صغير لابس قميص أزرق شاد شي حاجة من قبعة سحر
622,622,159712188_d530dd478c.jpg,امرأة تسير بعد شلال اصطناعي,ست بتمشي بعد شلال صناعي,امرأة كتمشي ورا شلال مصطنع
623,623,1597319381_1e80d9e39c.jpg,مجموعة من الأطفال باللونين الأحمر والأبيض يلعبون كرة القدم,مجموعة أطفال لابسين أحمر وأبيض بيلعبوا كورة,مجموعة ديال الولاد باللونين الأحمر والأبيض كيحماقو بكرة القدم
624,624,1597557856_30640e0b43.jpg,كلب بني يقفز على امرأة ترتدي تنورة بنية اللون,كلب بني بيقفز على ست لابسة تنورة بنية,كلب بني كيتسلق فوق امرأة لابسة تنورة بنية
625,625,1598085252_f3219b6140.jpg,كلب في حقل,كلب في الحقل,كلب ف الحقل
626,626,1600208439_e94527b80f.jpg,كلب بني يلعب في الوحل,كلب بني بيلعب في الوحل,كلب بني كيحماق ف الوحل
627,627,160541986_d5be2ab4c1.jpg,فتاة متزينة مع المجوهرات المذهلة,بنت متزينه بالمجوهرات الرهيبة,بنت متزينة مع مجوهرات غزالين
628,628,160566014_59528ff897.jpg,زوجان يجلسان على غطاء سيارة مع ظهورهما للكاميرا,زوجين قاعدين على غطاء العربية وظهورهم للكاميرا,جوج كاعسين فوق غطاء سيارة مع ظهورهوم للكاميرا
629,629,160585932_fa6339f248.jpg,سيارة مغمورة جزئيا في بحيرة,عربية غرقانه نصها في البحيرة,سيارة مغمورة جزئيا ف بحيرة
630,630,1606988704_fe330878a3.jpg,ثلاثة أطفال يلعبون في القش,تلات أطفال بيلعبوا في القش,ثلاثة ولاد صغار كيحماقو ف القش
631,631,160792599_6a7ec52516.jpg,خمسة أشخاص ينظرون نحو المحيط,خمسة أشخاص شايفين البحر,خمسة أشخاص كيشوفو ف البحر
632,632,160805827_5e6646b753.jpg,رجل في قارب أمام غروب الشمس,راجل في قارب قدام غروب الشمس,راجل ف قارب قدام غروب الشمس
633,633,1616016569_673de1d678.jpg,زوجين يجلسان معا يبتسمان في المصور,زوجين قاعدين مع بعض وبيبتسموا للكاميرا,جوج كاعسين مع بعض كيبغيو ف المصور
634,634,161669933_3e7d8c7e2c.jpg,رجل يركب دراجة بخارية مع رقم  عليها,راجل راكب موتور عليها رقم ,راجل كيركب دراجة بخارية مع رقم عليها
635,635,161905204_247c6ca6de.jpg,امرأة في قميص أزرق والسراويل السوداء تمشي على الطريق,ست لابسة قميص أزرق وبنطلون أسود ماشيه في الشارع,امرأة لابسة قميص أزرق و سروال أسود كتمشي ف الطريق
636,636,1620397000_3883e3ecd3.jpg,كلب أبيض وأسود يقفز فوق تيار,كلب أبيض وأسود بيقفز فوق تيار ميه,كلب أبيض وأسود كيتسلق فوق تيار
637,637,162152393_52ecd33fc5.jpg,فتاة على الشاطئ مع أعلام قوس قزح,بنت على الشاطئ مع أعلام قوس قزح,بنت ف الشاطئ مع أعلام قوس قزح
638,638,1622619190_d0b51aff28.jpg,كلب بني يسير على العشب بجانب سور,كلب بني ماشي على العشب جنب سور,كلب بني كيمشي ف العشب جنب سور
639,639,1625306051_7099519baa.jpg,رجل يقفز من فوق التل,راجل بيقفز من فوق التل,راجل كيتسلق من فوق التل
640,640,1626754053_81126b67b6.jpg,يذهب كلب أبيض وأسود خلف القرص البرتقالي,كلب أبيض وأسود بيجري ورا القرص البرتقالي,كلب أبيض وأسود غادي ورا القرص البرتقالي
